# Source: Swiss Ephemeris 2.10.03 (libswisseph-sys 0.1.2), swe_calc, iflag=1588 (SEFLG_MOSEPH|SEFLG_J2000|SEFLG_TRUEPOS|SEFLG_NOABERR|SEFLG_NOGDEFL).
Nibiru,49,2457842.327586207,53.935743864,-20.494909300,463.919978313
Nibiru,49,2460361.258620690,53.862853069,-20.517092561,463.560262493
Nibiru,49,2462880.189655173,53.844573798,-20.541582717,463.142864252
Nibiru,49,2465399.120689655,53.874032074,-20.556665047,462.920402780
Nibiru,49,2467918.051724138,53.922983182,-20.554634191,463.058238970
Nibiru,49,2470436.982758621,53.955321990,-20.535457023,463.557519401
Nibiru,49,2472955.913793103,53.943656336,-20.506249266,464.266298432
Nibiru,49,2475474.844827586,53.879417047,-20.477650108,464.955170827
Nibiru,49,2477993.775862069,53.774213204,-20.459616584,465.406941492
Nibiru,49,2480512.706896552,53.654866771,-20.458057422,465.491545760
Nibiru,49,2483031.637931034,53.554316472,-20.472747281,465.213582900
Nibiru,49,2485550.568965517,53.499695180,-20.496881121,464.722291317
Nibiru,49,2488069.500000000,53.499962609,-20.519201755,464.262851367
Harrington,50,2415020.500000000,210.890450289,-29.847523872,80.231708881
Harrington,50,2417539.431034483,214.382643758,-28.833570092,82.643624556
Harrington,50,2420058.362068966,217.476382382,-27.914021246,84.685918644
Harrington,50,2422577.293103448,220.455824648,-27.092704349,86.309436374
Harrington,50,2425096.224137931,223.525289302,-26.308490517,87.665491352
Harrington,50,2427615.155172414,226.742731956,-25.476592061,89.019964363
Harrington,50,2430134.086206897,230.014886081,-24.530501186,90.633437683
Harrington,50,2432653.017241379,233.150110440,-23.454072573,92.646518786
Harrington,50,2435171.948275862,235.953987616,-22.288966003,95.010303227
Harrington,50,2437690.879310345,238.327040230,-21.112340872,97.495942903
Harrington,50,2440209.810344827,240.313968269,-19.997251821,99.797804216
Harrington,50,2442728.741379310,242.077207855,-18.980403310,101.685717124
Harrington,50,2445247.672413793,243.815791561,-18.053413445,103.117352450
Harrington,50,2447766.603448276,245.678655157,-17.175648931,104.247243500
Harrington,50,2450285.534482758,247.712011330,-16.297201596,105.343309280
Harrington,50,2452804.465517242,249.852659940,-15.380763265,106.667793943
Harrington,50,2455323.396551724,251.961970319,-14.415750053,108.370295944
Harrington,50,2457842.327586207,253.887645945,-13.420102170,110.424202529
Harrington,50,2460361.258620690,255.531912119,-12.429313845,112.628937272
Harrington,50,2462880.189655173,256.897509196,-11.478341933,114.690089864
Harrington,50,2465399.120689655,258.087133629,-10.585724621,116.356269010
Harrington,50,2467918.051724138,259.254686499,-9.747943165,117.542818450
Harrington,50,2470436.982758621,260.534713060,-8.944884674,118.368953510
Harrington,50,2472955.913793103,261.987569308,-8.151686358,119.091325994
Harrington,50,2475474.844827586,263.581929744,-7.350066062,119.985277621
Harrington,50,2477993.775862069,265.213929167,-6.534680766,121.233282562
Harrington,50,2480512.706896552,266.752234688,-5.713045569,122.854113588
Harrington,50,2483031.637931034,268.092986552,-4.899700866,124.692040397
Harrington,50,2485550.568965517,269.205049207,-4.108098825,126.472690446
Harrington,50,2488069.500000000,270.146354605,-3.344104444,127.920671812
NeptuneLeverrier,51,2415020.500000000,57.432932867,0.017861047,37.766660216
NeptuneLeverrier,51,2417539.431034483,68.470298495,0.019329243,38.031954782
NeptuneLeverrier,51,2420058.362068966,79.143389348,0.019995844,38.854286271
NeptuneLeverrier,51,2422577.293103448,88.851950447,0.019921716,39.945618877
NeptuneLeverrier,51,2425096.224137931,97.570435753,0.019359278,40.804058719
NeptuneLeverrier,51,2427615.155172414,105.764620330,0.018445034,41.038596203
NeptuneLeverrier,51,2430134.086206897,114.104941015,0.017237641,40.558692950
NeptuneLeverrier,51,2432653.017241379,123.194371390,0.015618166,39.609755614
NeptuneLeverrier,51,2435171.948275862,133.289802662,0.013434455,38.665209904
NeptuneLeverrier,51,2437690.879310345,144.076031455,0.010643899,38.163140021
NeptuneLeverrier,51,2440209.810344827,154.815527624,0.007384628,38.188503344
NeptuneLeverrier,51,2442728.741379310,164.945430933,0.003934747,38.388210939
NeptuneLeverrier,51,2445247.672413793,174.531097185,0.000377757,38.240590983
NeptuneLeverrier,51,2447766.603448276,184.188414082,-0.003284504,37.421711234
NeptuneLeverrier,51,2450285.534482758,194.734595496,-0.007134228,35.999683678
NeptuneLeverrier,51,2452804.465517242,206.798012835,-0.011068819,34.411882783
NeptuneLeverrier,51,2455323.396551724,220.387881285,-0.014675292,33.247625520
NeptuneLeverrier,51,2457842.327586207,234.682600345,-0.017387500,32.871926916
NeptuneLeverrier,51,2460361.258620690,248.564044940,-0.018870146,33.122184314
NeptuneLeverrier,51,2462880.189655173,261.566920907,-0.019332898,33.422096910
NeptuneLeverrier,51,2465399.120689655,274.175215106,-0.019026509,33.254815419
NeptuneLeverrier,51,2467918.051724138,287.341211945,-0.018013642,32.568456544
NeptuneLeverrier,51,2470436.982758621,301.739114635,-0.016021402,31.828989823
NeptuneLeverrier,51,2472955.913793103,317.102633679,-0.012826115,31.686517280
NeptuneLeverrier,51,2475474.844827586,332.222451704,-0.008660807,32.457208137
NeptuneLeverrier,51,2477993.775862069,345.918748020,-0.004085262,33.864469886
NeptuneLeverrier,51,2480512.706896552,357.926425382,0.000401921,35.284432178
NeptuneLeverrier,51,2483031.637931034,8.824648964,0.004687911,36.192170531
NeptuneLeverrier,51,2485550.568965517,19.509369632,0.008741939,36.457927364
NeptuneLeverrier,51,2488069.500000000,30.675378015,0.012459752,36.398597258
NeptuneAdams,52,2415020.500000000,60.951993819,0.018397598,38.360806524
NeptuneAdams,52,2417539.431034483,71.760206248,0.019625011,38.838196515
NeptuneAdams,52,2420058.362068966,82.071591996,0.020075528,39.872211816
NeptuneAdams,52,2422577.293103448,91.346042513,0.019849043,41.150332476
NeptuneAdams,52,2425096.224137931,99.607351910,0.019200900,42.175323951
NeptuneAdams,52,2427615.155172414,107.324068718,0.018257507,42.575982359
NeptuneAdams,52,2430134.086206897,115.129096207,0.017073474,42.277276067
NeptuneAdams,52,2432653.017241379,123.567916246,0.015544528,41.523068852
NeptuneAdams,52,2435171.948275862,132.854395369,0.013543628,40.765770590
NeptuneAdams,52,2437690.879310345,142.690920686,0.011037972,40.417629766
NeptuneAdams,52,2440209.810344827,152.417944698,0.008138682,40.560126119
NeptuneAdams,52,2442728.741379310,161.529812220,0.005078675,40.865806146
NeptuneAdams,52,2445247.672413793,170.064368598,0.001925922,40.838349991
NeptuneAdams,52,2447766.603448276,178.545531233,-0.001315326,40.146161392
NeptuneAdams,52,2450285.534482758,187.691938126,-0.004739314,38.807114297
NeptuneAdams,52,2452804.465517242,198.103619905,-0.008327824,37.182010856
NeptuneAdams,52,2455323.396551724,209.927945571,-0.011843554,35.806154936
NeptuneAdams,52,2457842.327586207,222.634430168,-0.014875420,35.081568223
NeptuneAdams,52,2460361.258620690,235.296228335,-0.017056837,34.975456765
NeptuneAdams,52,2462880.189655173,247.350044545,-0.018435235,35.018623409
NeptuneAdams,52,2465399.120689655,259.051607818,-0.019182087,34.672601810
NeptuneAdams,52,2467918.051724138,271.245972650,-0.019390849,33.750891909
NeptuneAdams,52,2470436.982758621,284.768972840,-0.018793887,32.582471528
NeptuneAdams,52,2472955.913793103,299.761703831,-0.016950277,31.817750974
NeptuneAdams,52,2475474.844827586,315.298694629,-0.013692411,31.960962467
NeptuneAdams,52,2477993.775862069,329.982478908,-0.009401580,32.960131163
NeptuneAdams,52,2480512.706896552,343.075537669,-0.004764653,34.261761323
NeptuneAdams,52,2483031.637931034,354.857488532,-0.000142431,35.249811893
NeptuneAdams,52,2485550.568965517,6.173922795,0.004327751,35.646486914
NeptuneAdams,52,2488069.500000000,17.827710858,0.008564729,35.659292830
PlutoLowell,53,2415020.500000000,69.837542983,0.008746061,47.338616533
PlutoLowell,53,2417539.431034483,77.770930824,0.009006867,46.209467264
PlutoLowell,53,2420058.362068966,85.887628025,0.009121394,45.551936950
PlutoLowell,53,2422577.293103448,93.763887764,0.009038831,45.100389684
PlutoLowell,53,2425096.224137931,101.358203227,0.008786152,44.425591010
PlutoLowell,53,2427615.155172414,109.033089076,0.008337326,43.199602502
PlutoLowell,53,2430134.086206897,117.398657708,0.007692475,41.373708513
PlutoLowell,53,2432653.017241379,127.082991352,0.006765103,39.234722682
PlutoLowell,53,2435171.948275862,138.396629693,0.005473075,37.316099780
PlutoLowell,53,2437690.879310345,150.968636226,0.003818804,36.116550387
PlutoLowell,53,2440209.810344827,163.839353530,0.001911555,35.726838937
PlutoLowell,53,2442728.741379310,176.233627777,-0.000046593,35.736800279
PlutoLowell,53,2445247.672413793,188.174729872,-0.002024571,35.590447808
PlutoLowell,53,2447766.603448276,200.314634958,-0.003981037,35.032511870
PlutoLowell,53,2450285.534482758,213.354464862,-0.005884408,34.288637327
PlutoLowell,53,2452804.465517242,227.439453981,-0.007532659,33.923184815
PlutoLowell,53,2455323.396551724,241.809816875,-0.008638859,34.447595055
PlutoLowell,53,2457842.327586207,255.213417760,-0.009092664,35.910082267
PlutoLowell,53,2460361.258620690,266.875324598,-0.009005648,37.840473369
PlutoLowell,53,2462880.189655173,276.935950268,-0.008661469,39.603935335
PlutoLowell,53,2465399.120689655,286.110819417,-0.008196981,40.812953990
PlutoLowell,53,2467918.051724138,295.152381988,-0.007676294,41.514546544
PlutoLowell,53,2470436.982758621,304.444342545,-0.007039863,42.098604395
PlutoLowell,53,2472955.913793103,313.833413909,-0.006234460,43.011351889
PlutoLowell,53,2475474.844827586,322.794203405,-0.005260355,44.458475345
PlutoLowell,53,2477993.775862069,330.834752130,-0.004138970,46.288241404
PlutoLowell,53,2480512.706896552,337.812797933,-0.002961451,48.102849621
PlutoLowell,53,2483031.637931034,343.968730547,-0.001760361,49.483639822
PlutoLowell,53,2485550.568965517,349.776129637,-0.000588910,50.197127417
PlutoLowell,53,2488069.500000000,355.734900598,0.000531994,50.311004373
PlutoPickering,54,2415020.500000000,64.220071595,-9.097686260,39.829029959
PlutoPickering,54,2417539.431034483,75.478106192,-6.796542999,41.065752939
PlutoPickering,54,2420058.362068966,85.650780280,-4.385066168,43.142033131
PlutoPickering,54,2422577.293103448,94.303528858,-2.085841019,45.667949873
PlutoPickering,54,2425096.224137931,101.593199145,0.009837505,48.115768738
PlutoPickering,54,2427615.155172414,108.015615450,1.919859106,50.118854319
PlutoPickering,54,2430134.086206897,114.111701344,3.693071593,51.601405714
PlutoPickering,54,2432653.017241379,120.272816072,5.352017756,52.766947171
PlutoPickering,54,2435171.948275862,126.613224014,6.870574760,53.983206239
PlutoPickering,54,2437690.879310345,132.928154151,8.192338684,55.582622838
PlutoPickering,54,2440209.810344827,138.828578838,9.283600338,57.654005220
PlutoPickering,54,2442728.741379310,144.014906745,10.172771017,59.978626813
PlutoPickering,54,2445247.672413793,148.465236156,10.934507432,62.172381885
PlutoPickering,54,2447766.603448276,152.408747480,11.643448394,63.908368102
PlutoPickering,54,2450285.534482758,156.179738599,12.340832503,65.062566532
PlutoPickering,54,2452804.465517242,160.078550509,13.023674162,65.740697316
PlutoPickering,54,2455323.396551724,164.270980378,13.648688899,66.218410947
PlutoPickering,54,2457842.327586207,168.724807261,14.151259015,66.822990936
PlutoPickering,54,2460361.258620690,173.214013569,14.482030098,67.779419302
PlutoPickering,54,2462880.189655173,177.432600663,14.644013200,69.081688324
PlutoPickering,54,2465399.120689655,181.176421625,14.696671353,70.483252412
PlutoPickering,54,2467918.051724138,184.458627498,14.719737403,71.634493352
PlutoPickering,54,2470436.982758621,187.483213157,14.770072929,72.273292547
PlutoPickering,54,2472955.913793103,190.529306845,14.860595866,72.343174034
PlutoPickering,54,2475474.844827586,193.833330413,14.961294064,71.998210156
PlutoPickering,54,2477993.775862069,197.503343193,15.012711192,71.526600947
PlutoPickering,54,2480512.706896552,201.472364159,14.950106363,71.228583782
PlutoPickering,54,2483031.637931034,205.516318131,14.735996100,71.280641338
PlutoPickering,54,2485550.568965517,209.358193088,14.384512413,71.636621796
PlutoPickering,54,2488069.500000000,212.823061874,13.955140025,72.034504390
Vulcan,55,2415020.500000000,280.333916251,-0.636970625,1.118798424
Vulcan,55,2417539.431034483,236.442759338,0.027578699,0.902396792
Vulcan,55,2420058.362068966,212.903421637,0.841519445,0.984609205
Vulcan,55,2422577.293103448,164.944674054,0.905223257,1.133668853
Vulcan,55,2425096.224137931,127.790996048,0.539224887,0.893586429
Vulcan,55,2427615.155172414,102.727215641,-0.315321307,1.052864085
Vulcan,55,2430134.086206897,53.682189115,-0.844536381,1.103037886
Vulcan,55,2432653.017241379,21.951740395,-1.067639100,0.863721782
Vulcan,55,2435171.948275862,350.786560891,-0.241538362,1.071560556
Vulcan,55,2437690.879310345,299.195057353,0.596488167,1.037658809
Vulcan,55,2440209.810344827,270.036438095,1.178829957,0.853268075
Vulcan,55,2442728.741379310,233.783546388,0.657819325,1.103714165
Vulcan,55,2445247.672413793,184.108543463,0.004761027,1.019733559
Vulcan,55,2447766.603448276,160.087170302,-0.898960875,0.905232017
Vulcan,55,2450285.534482758,120.817772798,-0.896904517,1.147585443
Vulcan,55,2452804.465517242,75.104902509,-0.522720137,0.971926391
Vulcan,55,2455323.396551724,53.308947349,0.316596080,0.941822811
Vulcan,55,2457842.327586207,8.375738664,0.816768845,1.131990422
Vulcan,55,2460361.258620690,324.750542572,1.051002207,0.900310320
Vulcan,55,2462880.189655173,300.710237435,0.307258676,0.962496897
Vulcan,55,2465399.120689655,251.304434814,-0.524489734,1.113204107
Vulcan,55,2467918.051724138,211.445345274,-1.132501287,0.882395883
Vulcan,55,2470436.982758621,186.280341208,-0.732029662,1.033540112
Vulcan,55,2472955.913793103,137.365185947,-0.044640121,1.119355959
Vulcan,55,2475474.844827586,104.864039140,0.889587737,0.881641237
Vulcan,55,2477993.775862069,76.115117167,0.942838307,1.085289439
Vulcan,55,2480512.706896552,26.270333455,0.502713517,1.061327867
Vulcan,55,2483031.637931034,357.908353589,-0.300154451,0.859303917
Vulcan,55,2485550.568965517,322.202424607,-0.827022957,1.092985296
Vulcan,55,2488069.500000000,271.252422336,-0.947621375,1.002171605
WhiteMoon,56,2415020.500000000,140.145713409,0.007487617,0.052800989
WhiteMoon,56,2417539.431034483,134.771584279,0.007871035,0.052800989
WhiteMoon,56,2420058.362068966,129.397452210,0.008057395,0.052800989
WhiteMoon,56,2422577.293103448,124.023317209,0.008055821,0.052800989
WhiteMoon,56,2425096.224137931,118.649179287,0.007878101,0.052800989
WhiteMoon,56,2427615.155172414,113.275038450,0.007538483,0.052800989
WhiteMoon,56,2430134.086206897,107.900894704,0.007053443,0.052800989
WhiteMoon,56,2432653.017241379,102.526748052,0.006441419,0.052800989
WhiteMoon,56,2435171.948275862,97.152598497,0.005722525,0.052800989
WhiteMoon,56,2437690.879310345,91.778446039,0.004918251,0.052800989
WhiteMoon,56,2440209.810344827,86.404290676,0.004051136,0.052800989
WhiteMoon,56,2442728.741379310,81.030132405,0.003144440,0.052800989
WhiteMoon,56,2445247.672413793,75.655971222,0.002221804,0.052800989
WhiteMoon,56,2447766.603448276,70.281807124,0.001306902,0.052800989
WhiteMoon,56,2450285.534482758,64.907640105,0.000423102,0.052800989
WhiteMoon,56,2452804.465517242,59.533470163,-0.000406875,0.052800989
WhiteMoon,56,2455323.396551724,54.159297295,-0.001161284,0.052800989
WhiteMoon,56,2457842.327586207,48.785121499,-0.001819671,0.052800989
WhiteMoon,56,2460361.258620690,43.410942774,-0.002363175,0.052800989
WhiteMoon,56,2462880.189655173,38.036761122,-0.002774804,0.052800989
WhiteMoon,56,2465399.120689655,32.662576546,-0.003039696,0.052800989
WhiteMoon,56,2467918.051724138,27.288389051,-0.003145340,0.052800989
WhiteMoon,56,2470436.982758621,21.914198640,-0.003081778,0.052800989
WhiteMoon,56,2472955.913793103,16.540005320,-0.002841773,0.052800989
WhiteMoon,56,2475474.844827586,11.165809097,-0.002420935,0.052800989
WhiteMoon,56,2477993.775862069,5.791609976,-0.001817817,0.052800989
WhiteMoon,56,2480512.706896552,0.417407963,-0.001033977,0.052800989
WhiteMoon,56,2483031.637931034,355.043203061,-0.000073991,0.052800989
WhiteMoon,56,2485550.568965517,349.668995271,0.001054567,0.052800989
WhiteMoon,56,2488069.500000000,344.294784592,0.002341181,0.052800989
Proserpina,57,2415020.500000000,172.800633087,0.000528313,78.904093803
Proserpina,57,2417539.431034483,176.207923068,-0.000237239,79.608475324
Proserpina,57,2420058.362068966,179.289370616,-0.000824910,80.121332002
Proserpina,57,2422577.293103448,182.219900720,-0.001291450,80.200648249
Proserpina,57,2425096.224137931,185.232126463,-0.001668802,79.819984619
Proserpina,57,2427615.155172414,188.514973981,-0.001996484,79.161136948
Proserpina,57,2430134.086206897,192.139197872,-0.002253436,78.530343614
Proserpina,57,2432653.017241379,196.018895773,-0.002421758,78.228956965
Proserpina,57,2435171.948275862,199.935614273,-0.002469759,78.413225445
Proserpina,57,2437690.879310345,203.640573158,-0.002375220,79.001087700
Proserpina,57,2440209.810344827,206.992426812,-0.002152286,79.699160483
Proserpina,57,2442728.741379310,210.034141368,-0.001808616,80.157865455
Proserpina,57,2445247.672413793,212.958712154,-0.001388671,80.157664885
Proserpina,57,2447766.603448276,216.004075145,-0.000888092,79.709114696
Proserpina,57,2450285.534482758,219.345869767,-0.000315998,79.029891420
Proserpina,57,2452804.465517242,223.025375572,0.000334487,78.438871391
Proserpina,57,2455323.396551724,226.927008693,0.001066142,78.216815140
Proserpina,57,2457842.327586207,230.821635720,0.001862523,78.477768892
Proserpina,57,2460361.258620690,234.475088247,0.002720868,79.102658288
Proserpina,57,2462880.189655173,237.772556529,0.003606227,79.784533221
Proserpina,57,2465399.120689655,240.780242545,0.004522786,80.183339516
Proserpina,57,2467918.051724138,243.705555591,0.005457952,80.104788936
Proserpina,57,2470436.982758621,246.788724178,0.006421232,79.595012645
Proserpina,57,2472955.913793103,250.190383796,0.007406712,78.904325775
Proserpina,57,2475474.844827586,253.921967503,0.008395888,78.360906712
Proserpina,57,2477993.775862069,257.839076828,0.009383004,78.221970144
Proserpina,57,2480512.706896552,261.704752517,0.010333618,78.557122711
Proserpina,57,2483031.637931034,265.303004002,0.011248458,79.210807514
Proserpina,57,2485550.568965517,268.547635740,0.012117398,79.866655728
Proserpina,57,2488069.500000000,271.527212414,0.012952386,80.200048938
Waldemath,58,2415020.500000000,276.980656303,0.763593268,0.006971821
Waldemath,58,2417539.431034483,319.854188019,-2.445318771,0.006202775
Waldemath,58,2420058.362068966,352.593701468,1.384308723,0.005761429
Waldemath,58,2422577.293103448,23.702940091,1.519182084,0.006032083
Waldemath,58,2425096.224137931,63.758321992,-2.456047264,0.006767286
Waldemath,58,2427615.155172414,113.264259033,1.202834394,0.007473859
Waldemath,58,2430134.086206897,168.200476216,0.798545309,0.007874512
Waldemath,58,2432653.017241379,224.747017988,-2.257075841,0.007872233
Waldemath,58,2435171.948275862,279.566938092,2.319446229,0.007467478
Waldemath,58,2437690.879310345,329.008737942,-0.711106868,0.006758648
Waldemath,58,2440209.810344827,9.022782617,-1.782383066,0.006025628
Waldemath,58,2442728.741379310,39.976276472,2.245856674,0.005762619
Waldemath,58,2445247.672413793,72.867894111,0.257999540,0.006210437
Waldemath,58,2447766.603448276,115.873750662,-2.246503966,0.006980151
Waldemath,58,2450285.534482758,167.243815055,2.265122216,0.007620587
Waldemath,58,2452804.465517242,222.936152612,-0.807462276,0.007915426
Waldemath,58,2455323.396551724,279.389573571,-1.144758122,0.007799304
Waldemath,58,2457842.327586207,333.158713176,2.410908609,0.007295846
Waldemath,58,2460361.258620690,20.324542642,-1.913484199,0.006541950
Waldemath,58,2462880.189655173,57.400873321,-0.625015054,0.005885030
Waldemath,58,2465399.120689655,87.547565650,2.508796660,0.005822379
Waldemath,58,2467918.051724138,122.859325262,-1.117505508,0.006412671
Waldemath,58,2470436.982758621,168.602046534,-1.226398901,0.007181687
Waldemath,58,2472955.913793103,221.569030205,2.439228359,0.007740511
Waldemath,58,2475474.844827586,277.749902092,-2.082163836,0.007924979
Waldemath,58,2477993.775862069,333.805488170,0.427258268,0.007696657
Waldemath,58,2480512.706896552,26.241115632,1.600002721,0.007104132
Waldemath,58,2483031.637931034,70.870434557,-2.469044335,0.006331003
Waldemath,58,2485550.568965517,105.165984341,0.679003897,0.005792111
Waldemath,58,2488069.500000000,135.573242360,2.083737504,0.005935245
